MOF Name,Ref Code,Reference
{[Zn(C8H5NO4)(C3H4N2)]0.25H2O},OBODOA,10.1107/S1600536811050045
[Zn(C6H2O5)(H2O)3],YAVGEJ,10.1107/S1600536812012111
[Gd2Cu(NIPH)4(H2O)4]$6H2O<|>1a,SABZON,10.1039/B712280B
[Nd2Cu(NIPH)4(H2O)4]$6H2O<|>2a,SABYAY,10.1039/B712280B
[Sm2Cu(NIPH)4(H2O)4]$6H2O<|>3a,SABYIG,10.1039/B712280B
[Eu2Cu(NIPH)4(H2O)4]$6H2O<|>4a,SABYUS,10.1039/B712280B
[Tb2Cu(NIPH)4(H2O)4]$6H2O<|>5a,SABXEB,10.1039/B712280B
[Dy2Cu(NIPH)4(H2O)4]$6H2O<|>6a,SABWUQ,10.1039/B712280B
[Ho2Cu(NIPH)4(H2O)4]$6H2O<|>7a,SABZED,10.1039/B712280B
[Er2Cu(NIPH)4(H2O)4]$6H2O<|>8a,SABXOL,10.1039/B712280B
[Gd2Cu(NIPH)4(H2O)2]<|>1b,SABZIH,10.1039/B712280B
[Nd2Cu(NIPH)4(H2O)2]<|>2b,SABXUR,10.1039/B712280B
[Sm2Cu(NIPH)4(H2O)2]<|>3b,SABYEC,10.1039/B712280B
[Tb2Cu(NIPH)4(H2O)2]<|>5b,SABXAX,10.1039/B712280B
[Dy2Cu(NIPH)4(H2O)2]<|>6b,SABWOK,10.1039/B712280B
[Ho2Cu(NIPH)4(H2O)2]<|>7b,SABZAZ,10.1039/B712280B
[Er2Cu(NIPH)4(H2O)2]<|>8b,SABXIF,10.1039/B712280B
[Mn(C6Cl2O4)(C2H5OH)2]n,NIXSAQ,10.1107/S1600536814002396
[Cd3(BTC)2(H2O)6]3H2O<|>compound 1,ULOGIL,10.1039/b304826h
{[Cu2(hmt)I]}n<|>complex 1,GIVDUL,10.1039/b712855j
[Eu(mpca)2(H2O)(CH3OH) Ln(H2O)6W(CN)8]<|>complex 1<|>compound 1,NETFAU,10.1039/b614215j
[Nd(mpca)2(H2O)(CH3OH) Ln(H2O)6W(CN)8]<|>complex 2<|>compound 2,NETFEY,10.1039/b614215j
{[Zn(fcz)Cl2]·CH3OH}n<|>polymer 1,UCUJOS,10.1039/b514431k
[CuK2(C3N2O3)2(H2O)3],CEFHOM,10.1107/S1600536812036641
[Co(INA)2]·0.5EtOH<|>compound 1,ABAVIJ,10.1039/b404485a
[Co(INA)2]<|>compound 2,ABAVOP,10.1039/b404485a
[BrCu(dpp-TIP)CuBr]n<|>polymer 5,COBFUV,10.1039/b719251g
[Gd(Hbtec)]n<|>Complex 2,AFOJIO,10.1039/b109985j
[Zn(pydc)]n<|>Complex 1,IVAZUA01,10.1039/b401802h
[Tb(CHO2)(C2O4)]n<|>compound (I),PAGFAH,10.1107/S205698901502397X
[Co(H2O)2(dpo)2(H2bta)]n<|>compound 3,SIJKAY,10.1039/b706035c
Zn(C17H8F6O4)<|>compound 1,YAPXIX,10.1039/b415960h
M4(TCPP)3(DMF)2(H2O)4<|>compound 6<|>compound 7<|>compound 8,NIKKAU,10.1039/b703698a
M(TCPP)(H2O)2<|>compound 1<|>compound 2<|>compound 3<|>compound 4<|>compound 5,NIKJUN,10.1039/b703698a
M(TCPP)(H2O)(DMF)<|>compound 9<|>compound 10<|>compound 11,NIKKIC,10.1039/b703698a
[C10N4H28][Fe2(HPO4)3(C2O4)]2<|>I,WOGHOP,10.1039/a906663b
[{Dy2(SO4)2(H2O)2(pydc)2Cu2(bpy)2·2(H2O)}]n<|>compound 5,KIVFAX,10.1039/b710786b
[{Tb2(SO4)2(H2O)2(pydc)2Cu2(bpy)2·2(H2O)}]n<|>compound 4,KIVFEB,10.1039/b710786b
[{Gd2(SO4)2(H2O)2(pydc)2Cu2(bpy)2·2(H2O)}]n<|>compound 3,KIVDUP,10.1039/b710786b
[{Sm2(SO4)2(H2O)2(pydc)2Cu2(bpy)2·2(H2O)}]n<|>compound 1,KIVDID,10.1039/b710786b
{Ca1.5(ptc)·2H2O}n<|>7,YORYUA,10.1039/b814066a
{Ba2(ptcH)2·2H2O}n<|>9,YORZEL,10.1039/b814066a
{Mn1.5(ptc)·2H2O}n<|>4,DIJCOP01,10.1039/b814066a
{[Ni1.5(ptc)(pip)0.5(H2O)4]·H2O}n<|>3,YORYEK,10.1039/b814066a
[Cu(H2btec)(bipy)]•<|>compound 1,SORVOL,10.1039/b810414j
K[C3N2H5][Cd(C2O4)2]<|>I,MAZYER,10.1039/b002684k
3∞{[Ni3(l3-btc)2(l4-btre)2(l-H2O)2]·∼22H2O}<|>compound 1,LOBHAM,10.1039/b715812b
3∞{[Zn3(l4-btc)2(l4-btre)(H2O)2]·2H2O}<|>compound 3,LOBHIU,10.1039/b715812b
3∞{[Zn3(l6-btc)2(l4-btre)]·0.67H2O}<|>compound 4,LOBHOA,10.1039/b715812b
[Zn2(C16H6O8)(C12H10N4)]n<|>(I),RAFZOQ,10.1107/S2053229617000213
Mn(BTA)(H2O)<|>7,BOJLOC01,10.1039/b809415b
Zn12(OH)4(C18H6O8)5·12C5H11ON<|>BAF-2a,YONNAR,10.1039/b813532k
{[Cu(2-bpbd)2]BF4}n<|>3b,XANXUF,10.1039/b005006g
{[Ag(2-bpbd)(NO3)]}n<|>4a,COQPAZ01,10.1039/b005006g
{[Nd2(C2O4)3(H2O)4]2H2O},LAMSOJ,10.1107/S1600536812005016
Zn2(HIP)2(bipy)(H2O)2·H2O<|>Compound V,XIZLIC,10.1039/b716454h
LnCu(na)2(C2O4)$1.5 H2O<|>compound 1,MIZKOW,10.1039/b715058j
{[Cu(C8H4O4)(C10H9N5)2(H2O)]-2H2O}n<|>complex (I),BAQRIX,10.1107/S2053229617000997
"catena-((μ2-bis(Benzotriazol-1-yl)methane-N,N')-dichloro-copper(ii))<|>Complex 15",TUVVAH,10.1039/b206990c
"catena-((μ2-bis(Benzotriazol-1-yl)methane-N,N')-acetonitrile-(nitrato-O)-silver(i))<|>Complex 20",TUVWAI,10.1039/b206990c
[Au2Fe(CN)4(C4H3IN2)2(C2H6O)]n<|>Poly[Tetra-L-Cyanido-Ethanolbis(2-Iodopyrazine)Digold(I)Iron(II)],PEGMOG,10.1107/S2056989017014785
[Zn(dca)2(bpp)]∞<|>compound 3,BARFIK,10.1039/b212886a
[InPO4F(Hen)]<|>compound 1,RONRAN,10.1039/a700775b
"Cu(3,5-PDC)(DMF)(py)<|>1",WANJIF,10.1039/b417013j
"[Cd(bttpa)(H2O)2]n<|>catena-poly[diaqua[4-2,5-bis(1H-1,2,4-triazol-1-yl)terephthalato]cadmium(II)]<|>(I)",QETSOA,10.1107/S2053229618000025
"MIL-88B<|>1,4-BDC",YEDKOI,10.1039/b512169h
"MIL-88C<|>2,6-NDC",YEDLAV,10.1039/b512169h
"MIL-88D<|>4,49-BPDC",YEDKUO,10.1039/b512169h
[Cd(Ts-cmc)(Im)(H2O)]n<|>Complex 4,HOQPUZ,10.1039/b812807c
"{[Cu(C6H2O5)(C10H8N2)(H2O)]2H2O}<|>catena-Poly[[[aqua(2,20-bipyridinej2N,N0)copper(II)]-l-furan-2,5-dicarboxylato-j2O2:O5] dihydrate]",BENJAH,10.1107/S1600536812043632
pyridine-GaPO-1,BIQFOW,10.1039/a906544j
[NH3(CH2)2NH2(CH2)2NH3]3+[Zn4(PO4)3(HPO4)]32·H2O<|>compound 1,HOPYEQ,10.1039/a808899c
[Cd(NO3)2(Py2CH2)2]<|>Compound 1,HIYPIO01,10.1039/b002251i
[Cd(NO3)2(Py2C4H8)(H2O)2]<|>Compound 4,LOPNOT,10.1039/b002251i
"{[La2(C7H3NO4)2(C2O4)(H2O)6]H2O}<|>poly[[hexaaqua(μ2-oxalato-κ4O1,O2:O10,O20)bis(μ3-pyridine-2,4-dicarboxylato-κ4N,O2:O20:O4)dilanthanum(III)] monohydrate]",IDEBIE,10.1107/S160053681104668X
"Zn2(4,4A-bipy)(PO3F)2",RUFLIN,10.1039/a701253e
{[Cd(fumarate)(bpmp)(H2O)2]·2H2O}n<|>compound 1,MORCOM,10.1039/b812265b
"{Cu2(2,5-Me2pyz)[N(CN)2]4}n<|>1",XIZPIF,10.1039/b111012h
[Sn(C3H7)2(H2O)(C2O4)]n<|>catena-[(μ-oxolato)-bis(propyl)-aqua-tin],TOKCUT,10.1107/S1600536814015372
[C2NH8][Zn3(PO4)(HPO4)2]·H2O<|>I,XOSQOL,10.1039/b205557k
HgCl2(C20H12N2),BOCPOA,10.1107/S1600536814010228
[Mn(TPB)0.5(IPA)(H2O)2]n<|>complex 1,VIPXIC,10.1039/b708389k
[Co(TPB)0.5(PMA)0.5(H2O)2?(H2O)]n<|>complex 3,VIPXUO,10.1039/b708389k
{[Hg(trans-l-L)(NCS)]2[Hg2(NCS)6]}<|>compound 2,PIHCEP,10.1039/b702574b
[Hg(cis-l-L)]Cl2·DMSO<|>compound 1,PIHCAL,10.1039/b702574b
"[Ag{1,2,3,4-tetrakis(4-pyridyl)cyclobutane}]+<|>1,2,3,4-tetrakis(4-pyridyl)cyclobutane-AgI",NIMTAE,10.1039/a702972a
[Cu3I3L2(CH3CN)]n<|>Complex 2,XAKNED,10.1039/b419374a
{[Zn(glu)-(bimt)]-CH3OH}n<|>title polymer<|>polymer (I),PUHWEW,10.1107/S2053229615005422
"{[MgPtCl2(C12H6N2O4)(C3H7NO)2(H2O)]C3H7NO}n<|>catena-poly[[[aquabis(dimethylformamide-jO)magnesium(II)]-l3-(2,20-bipyridine-5,50-dicarboxylato-j5O2:O20:N,N0:O5)-[dichloridoplatinum(II)]] dimethylformamide monosolvate]",BEBDUK,10.1107/S2056989017008118
c-[Cu(mtz)]∞<|>3,ASUQIO04,10.1039/b509615d
b-[Cu(mtz)]∞<|>2,ASUQIO03,10.1039/b509615d
[Zn24(L)8(H2O)24]n<|>compound 1<|>network 1,SIZPUN,10.1039/B801103F
[{Cu3(trz)2}V4O12]<|>Compound 1,LOQKIL,10.1039/a903368h
[FeII(N3)2(pyz)]n<|>compound 2,QAKDIP,10.1039/b005137n
[Mg(C8H6FO3)2(H2O)2]0.4H2O,QEBWEB,10.1107/S1600536812035246
"[Dy(2,20-DTDN)1.5(DMSO)3]$H2O<|>compound 1",GIZVUH,10.1039/b800437b
[Cu(OH)(INA)]·H2O<|>compound 1,UGEPEB,10.1039/b201501n
[Cu(INA)2]·2H2O<|>compound 2,BAHGUN02,10.1039/b201501n
[Ag(C5H3BrNO3S)],GANLOY,10.1107/S1600536811055206
[Zn(m-bdc)(bbip)]$H2O<|>compound 2,COCTAQ,10.1039/b714399k
[Cd2(5-CF3-pyS)4(DMF)]n<|>compound 5,GUYHOX,10.1039/b300133b
[Cd(pymc)2] - 7H2O<|>compound 1,GIXGOK,10.1039/b717233h
[Cd(pymtz)2]<|>compound 2,RICREB01,10.1039/b717233h
[KLu(C2O4)2(H2O)4],YAFGAP,10.1107/S1600536811042061
[Co(C8Cl4O4)(C3H4N2)2(H2O)2],YAVKOX,10.1107/S1600536812005429
{[Cu2(H2Tea)2]5[WV(CN)8]2[WIV(CN)8]xH2O}∞<|>compound 1,BAXREY,10.1039/b304276f
Zn(10~x)Cox(PO4)8(HPO4)2(H2O)3<|>ZCP-THO,EDOYOL,10.1039/b104331p
[Sn(CH3)3(C8H6NO4)],QOVCIP,10.1107/S205698901500198X
[(IN)Zn-I(INH)]<|>1,ODEJAI,10.1039/b111353d
[NC4H12]2[(UO2)6(H2O)2(SO4)7]<|>MUS-1,MULSER,10.1039/b210272b
[Sr(C4H4NO4S)2(H2O)]<|>strontium acesulfame,GIFCOQ,10.1107/S2056989018006059
[Zn2(C10H8O5)2(H2O)3]n,GAPDAE,10.1107/S1600536812003200
{(CH6N3)[Y(CHO2)4]}n,XODXIZ,10.1107/S1600536814013440
Mn(N3)2(pyz)<|>compound 1,DEYMOJ,10.1039/a903406d
"[Cu(pyza)(µ-1,1,3-N3)]∞<|>[Cu(N3)L]∞",BECBIU,10.1039/a901425j
{[Cd(CH3COO)2(C11H8N2O)(H2O)]-2H2O}n,PAYDOK,10.1107/S1600536812019101
Cu2(D2-TCPPDA)(H2O)2·2DMSO·6H2O<|>1,XAWVUN,10.1039/b505664k
Cu2(C2h-TCPPDA)(H2O)2·2DMSO·6H2O<|>2,XEBHOC,10.1039/b505664k
[{Cu2(triazolate)2(H2O)2}Mo4O13]<|>compound 1,JOWFOQ,10.1039/a804689a
K(HNPP)·CH3OH<|>3,RECZUV,10.1039/b515789g
K(HNPP)·2H2O<|>4,REDBAE,10.1039/b515789g
"[Pb(3,39-ADB)(phen)]n<|>compound 1",KIVFIF,10.1039/b709587b
"[Zn(4,49-ADB)(Py)2]n<|>compound 3",KIVFUR,10.1039/b709587b
ZnS·0.5en<|>compound 1,LUZYUA,10.1039/b212335p
[Mn(tda)(bipy)]<|>compound 2,XUTREJ,10.1039/b211886f
{[Zn2(pypz)(tp)2]$H2O}n<|>5$Zn,TOLGOR,10.1039/b810121c
[Cd(pypz)2(Cl)2]n<|>4,TOLGIL,10.1039/b810121c
Cu2I2(L)CHCl3<|>complex 4,IXISOX,10.1039/b316561b
Cu12I12{Cu(CH3CN)}3(L)6Cu3I6CH3CN<|>complex 5,IXISUD,10.1039/b316561b
Cu2Br2(L)CH2Cl2<|>complex 1,IXISAJ,10.1039/b316561b
Cu2I2(L)<|>complex 3,IXITIS,10.1039/b316561b
"[ZnBr2(C24H14N2O2)]<|>catena-poly[[dibromidozinc(II)]--[3,6-bis(pyridin-4-yl)phenanthrene-9,10-dione-2N:N0]]",CACPOO,10.1107/S2053229615022159
[Hg(4-bpdb)Br2]n<|>compound 3,PIHJIA,10.1039/b702569f
[Zn5P4O16(H2O)]·C4H14N2<|>phase C,XOSPUQ,10.1039/b204496j
Zn4O(BDC)3,VAZTOG,10.1039/b511941c
Zn4O(BDC)3?8H2,PEDRIA,10.1039/b511941c
[Cd(O2PPh2)2(DMF)2]<|>(I),JOLSEK,10.1107/S2053229614022256
{[Cd(O2PPh2)2(bipy)]-DMF}<|>(II),JOLSIO,10.1107/S2053229614022256
{[Co3(C6H4NO2)2(C8H3NO6)2(H2O)2]·4H2O},QAWJOP01,10.1107/S1600536812011269
[Cd(TPT)(py)]n<|>compound 1,GOYLUB,10.1039/a902056j
[MnIIITMesP]z[DMeO-DCNQI]2<|>1,ECOSEU,10.1039/b100936m
{[Sm(C9H7O3)3(H2O)]H2O}n,HAXYOW,10.1107/S1600536812013724
[CaBr2(l-proline)2]n<|>poly[dibromidobis(-2-l-proline)calcium(II)]<|>compound (2),PUHWAS,10.1107/S2053229615005008
[K2(C6H4O8S2)(H2O)],IDEDAY,10.1107/S1600536811047210
{[Zn2(C17H8O10)(C3H7NO)2]C3H7NO}n,AZIXUD,10.1107/S1600536811037056
[Pb(C4H4O6)]<|>lead tartrate,AHIJOQ01,10.1107/S2056989014027376
[Ag3(L)2(NO3)2]NO3·5H2O<|>complex 4,QISFUU,10.1039/b714502k
CdZrK2(C2O4)4·8H2O,XUQQOP,10.1039/b202463m
{[Cd(3-bpt)(ip)(H2O)]?(H2O)1.5}n<|>3a,MIXROB,10.1039/b711447h
[{Cu3Nd2(oda)6(H2O)6}12H2O]<|>Compound 4,NIJZIP01,10.1039/a909544f
[{Cu3Eu2(oda)6(H2O)6}12H2O]<|>Compound 3,WEVQUJ,10.1039/a909544f
[{Cu3Pr2(oda)6(H2O)6}12H2O]<|>Compound 5,WEVRUK,10.1039/a909544f
[{Cu3Y2(oda)6(H2O)6}12H2O]<|>Compound 1,WEVQIX,10.1039/a909544f
[{Cu3Gd2(oda)6(H2O)6}12H2O]<|>Compound 2,WEVQOD,10.1039/a909544f
[ZnCl2(C11H8N2O)],OBITOK,10.1107/S160053681104671X
[UO2(PZDC)(H2O)2]<|>compound 1,UFEWOS,10.1039/b802378f
[UO2(PZDC)(H2O)]<|>compound 2,UFEWUY,10.1039/b802378f
[Rb2(C8H5Cl2O3)2(H2O)]<|>(II),MOSHAF,10.1107/S205322961500056X
[Li(C8H5Cl2O3)(H2O)]2H2O<|>(I),MOSGUY,10.1107/S205322961500056X
[(C4N3H16)(C4N3H15)]5+[Fe5F4(H2PO4)(HPO4)3(PO4)3]52·H2O<|>I,GOSRIP,10.1039/a903683k
[Cd(S2P(OiPr)2)2(NC5H4SSC5H4N)]<|>6a,BILFAE,10.1039/b414847a
[Cd(S2P(OiPr)2)2(NC5H4C5H4N)]<|>1a,BILCEF,10.1039/b414847a
[MV2+][Cd6(CN)14(C6H5NH2)]·2C6H5NH2<|>MV2+–aniline clathrate,YAWFOS,10.1039/b505722a
[Cd(C10H8O4)(H2O)3]2H2O,OBIVIG,10.1107/S1600536811047842
[(CuCN)2(tpt)]n<|>complex 2,DEJGUV,10.1039/b517969f
[Cu2(SCN)(CN)(tpt)]n<|>complex 4,DEJGOP,10.1039/b517969f
[Cd(bpdc)(H2O)]n<|>(I),PONTET,10.1107/S2053229614022852
CaL2(H2O)3,OLITIM,10.1039/b303096b
PCM-4<|>H[(Zn3OH(OH2)3)(potbc)2]3DMF3H2O,COGNAO,10.1039/b802809e
{[Cd(C9H11N2S2)2]C6H7N}n,GAMVAU,10.1107/S2056989017003516
Ag3(pp)3(SO3CF3)3·H2O<|>Structure 3,WILFED,10.1039/b706731c
Ag4(pp)5(SiF6)(BF4)2·4H2O<|>Structure 2,WILFAZ,10.1039/b706731c
Ag2(bpdz)(C2F5COO)2<|>Structure 11,WILFON,10.1039/b706731c
[Gd(Hbptc)(H2O)]n<|>Complex 2,RIQVUJ,10.1039/b709199k
AgI complex<|>complex 1,MUBQIJ,10.1039/b003183f
{[Cu(bpe)2]BF4·0.5CH2Cl2}n,RULVUP,10.1039/a700866j
[Cd(bct)]<|>2pmm<|>2mpp,NOBMAT,10.1039/b717885a
Mg[acacac]2,GIVCUK,10.1039/b712539a
[Mn2(C18H4O10)(H2O)4],XECWIN,10.1107/S1600536812027158
[Li2(C2N2O4S)(H2O)2]<|>(H2O)2:Li2TDD,QECDAF,10.1107/S1600536812036379
Mg(HCOO)2<|>compound 2,NAXVOY02,10.1039/b811087e
"{[Ag(µ2-1,4-dithiane)][NO2]}∞<|>8",UCOCIY,10.1039/b100635p
"{[Ag(µ2-1,4-dithiane)][SCN]}∞<|>7",UCOCEU,10.1039/b100635p
"{[Ag2(1,4-dithiane)][SO4]H2O}∞<|>9",UCOCOE,10.1039/b100635p
[C6N4H21]4[Zn7(PO4)6]3<|>IV,IBOTAU,10.1039/b008286o
[C3N2H5][Zn(HPO4)]<|>V,IBOSUN,10.1039/b008286o
[C4N2H12][Zn2(H2O)(PO4)(HPO4)]2<|>VI,ZEHCAQ01,10.1039/b008286o
[Cu(L5)(H2O)(SO4)]-2(H2O)<|>Compound 1,JUZXAD,10.1039/b210811a
[Cu2(oba)2(dmf)(C2H5OH)]$(dmf)2(H2O)<|>MCF-22$guest,XOPLOE,10.1039/b813226g
2[(C48H27N4O8Zn)~É Na`É H2O] É 4C8H10<|>Compound 3,EBUQIB,10.1039/b100580b
(C48H29N4O8)~É Na`É 4C6H5NO2<|>Compound 2,EBUQEX,10.1039/b100580b
[Ag(dpt)(NO3)]n,MONNAE,10.1039/b202954e
"[Mn(C16H8N4O8)]n<|>[Mn(H4Phbidc)]n<|>poly[[3-2,20-(1,2-phenylene)bis(4-carboxy-1H-imidazole-5-carboxylato)-6O4,N3,N30,O40:O5:O50]-manganese(II)]",GEVBER,10.1107/S2053229618005508
"Cd(N,N-meen)2(2,6nds)<|>compound 1",NELXEH,10.1039/b102729h
"Cd(N,N-meen)2(1,5nds)<|>compound 2",NELXIL,10.1039/b102729h
"Cd(N,N-meen)2(bpds)<|>compound 3",NELXOR,10.1039/b102729h
"Cd(N-meen)2(2,6nds)2H2O<|>compound 4",NELXUX,10.1039/b102729h
Ni2(BTEC)(bipy)3$3DMF<|>compound 3,XOPVII,10.1039/b812097h
[{Ag(H2btc)2}{Ag2(Hbtc)}]n<|>1,UDUMIP,10.1039/b110436e
[Mn(tbip)(dpe)]n<|>{[Mn(tbip)(dpe)]$1.5H2O}n<|>compound 2,WOPDEL,10.1039/b811725j
[Mn(mip)(bpa)]n<|>compound 4,WOPDOV,10.1039/b811725j
Potassium Morpholine-4-Carbodithioate Monohydrate,LEHRUN,10.1107/S1600536812029613
"[Zn(C6H4(CO2)(S)-1,2)]<|>compound 2",AZUCIH,10.1039/b401887g
[Cu1.5(N3)2(isonicotinate)]n<|>complex 1,NELCEN,10.1039/b601311b
[Ca2Cu(BTC)2(H2O)2]n<|>compound 1,HARKOD,10.1107/S205698901700665X
Ag4(azpyz)3<|>compound 4,HUXDOT,10.1039/b209580g
{Gd2(imidc)2(H2O)3}n<|>1<|>1a,NANZOS,10.1039/b500971e
[Ag2(NCS)2(C3H5N3S)2]n,MUQJUF,10.1107/S160053681300946X
"[Cu(tBuPO3H)2(H2O)2(4,4'-bpy)]n<|>compound 3",KOHXIP,10.1039/b805848b
{[Ag(L)(CF3SO3)]2}<|>complex 8,CATVID,10.1039/b505919d
{[Zn(iip)(bimb)]3H2O}n<|>Complex (2),RUPKUK,10.1107/S2053229615014655
[AgL1NO3]∞<|>complex 1,HADXIU,10.1039/b212499h
[Ag2L4(NO3)2]∞<|>complex 4,HADYAN,10.1039/b212499h
"Zn2(m2-OH)2(2,4-pydc)<|>Compound 1",CILDOR01,10.1039/b705735k
"Zn2(m2-OH)(m3-OH)(2,4-pydc)<|>Compound 2",NIPWIT01,10.1039/b705735k
{[Ni(SO4)(C18H18N6)(C2H6O2)0.5(H2O)]C2H6O2H2O}n<|>I,RAHDIQ,10.1107/S2056989017000470
{[Cd(bdc)(L2)]2H2O}n<|>Complex (2),OJAGOX,10.1107/S2053229615011699
{[(ZnI2)3(1)2(G1)]<|>5<|>triphenylene inclusion complex},RAKCUC,10.1039/B501928A
{[(ZnI2)3(1)2(G2)]<|>6<|>perylene inclusion complex},RAKDAJ,10.1039/B501928A
{[(ZnI2)3(1)2(G2)]<|>6'<|>perylene inclusion complex after guest-exchange},RAKDEN,10.1039/B501928A
Cd(CN)2<|>Cd(CN)2 ΩMeCO2 Me<|>compound 1,GISZUD,10.1039/a707250c
[Cu(atrz)2(N3)]NO3<|>compound 2,CILXIE,10.1039/a900619b
MIL-7<|>(VO)2(OH)(H2O){O3P(CH2)3PO3}2(NH4),QADKAH,10.1039/a802711k
MIL-7(LT)<|>V2O3(H2O){O3P(CH2)3PO3}2(NH4),QADKAH01,10.1039/a802711k
[Cu2(m-Hbdea)2(m-tpa)]n·2nH2O<|>compound 4,XOSTEF,10.1039/b813160k
[Zn(tu)2(µ-fum)]<|>compound 2,QIKWOW,10.1039/b003210g
[Zn(tu)2(µ-pht)]<|>compound 6,QIKXIR,10.1039/b003210g
[Zn(tu)2(µ-citr)]<|>compound 5,QIKXEN,10.1039/b003210g
CdCl2(C9H12N4),PAYMIN,10.1107/S1600536812021083
K3[C6N7O3]·3H2O<|>potassium cyamelurate,FAJBUO,10.1039/b412517g
Rb3[C6N7O3]·3H2O<|>rubidium cyamelurate,FAJCAV,10.1039/b412517g
[2?IV]' (6)<|>C30H32N6O4P2S4Ni,QARTEJ,10.1039/b503597j
Cu4{CH3C(OH)(PO3)2}2(C4H4N2)(H2O)4<|>compound 1,ECOKIQ,10.1039/b106780j
2H[Cu2I2(p-H2NC6H4NH2){cyclo-(MeAsO)4}]<|>2,SADDOQ,10.1039/a708767e
[Zn3L2(H2O)6]n·4nH2O<|>compound 1,OBUFAT,10.1039/b405323k
"[Zn2(OH)L(4,4′-bipy)]n·2.5nH2O<|>compound 5",OBUFIB,10.1039/b405323k
[Zn(TPA)(H2MDP)]n<|>Compound 1,AFOROD,10.1039/b800908b
[CuI3(pymt)3]n<|>compound 1,JAKROD,10.1039/b409000d
[Ag4(3-aminopyridine)4(NO3)4]n<|>compound 3,QEJLOH,10.1039/b516723j
Y2can3≈16H2O<|>Y2can3<|>Y2can3≈16H2O,MIZZEA,10.1039/b109296k
La2can313H2O<|>La2can3<|>La2can313H2O,MIZYAV,10.1039/b109296k
Ycan2H3O8CH3OH<|>Ycan2<|>Ycan2H3O8CH3OH,MOBBIO,10.1039/b109296k
Zn(H2L)(H2O)<|>complex 1,MUNJEK,10.1039/b204270n
[K2(C7H3Cl2O2)2(H2O)],SISXID,10.1107/S1600536813033503
Mu-20<|>hydroxyfluorogallophosphate,NIRDAT,10.1039/b102263f
[Sn(CH3)3(C7H8O2P)],ECINAI,10.1107/S2414314617014420
[Ln(PZTA)(H2O)2]n$nH2O<|>complex 3,HORCUN,10.1039/b810964h
[Ln(PZTA)(H2O)2]n$nH2O<|>complex 4,HORCOH,10.1039/b810964h
[Co(C15H11N3)(H2O){Pt(CN)4}],WOPJIW,10.1107/S1600536814017425
[Zn(bta)(NH3)2]·0.5H2O<|>Compound 5,COLBUB,10.1039/b804996c
{[EtNH3][FeIII(H2O)6]FeIII[FeIII2O(ox)3Cl2][FeIII(ox)2Cl2]}n·6nH2O<|>compound 2,EZAWIL,10.1039/b402055c
{[Zn2(PPAA)2(pa)(H2O)]2H2O}n,EGUQOO,10.1107/S2053229614014247
[Cd2(azpy)3(NO3)4]<|>Compound 4,DEKQUF,10.1039/a903107c
[Cd3(CN)6Cl2]22<|>MV2+–mesitylene clathrate 1<|>compound 1,RAKMOF,10.1039/b102076p
{[Pb(C14H8N2O4)(H2O)]0.5C12H10N2}n<|>Compound (I),HOQGAX,10.1107/S2053229614017951
{[Cu(cdc)2(OH2)]H2O}∞<|>1,OHOXIS,10.1039/b306169h
[Mn3(N3)2(nta)4(H2O)2]n<|>1,ECOJIP,10.1039/b106314f
"Cu2(4,4-bpdz)(CH3CO2)4·4H2O<|>compound 1",HIFYEB,10.1039/b703911e
"Zn(4,4-bpdz)(NO3)2<|>compound 2",HIFYIF,10.1039/b703911e
"Cu2Cl2(4,4-bpdz)<|>compound 7",HIFZIG,10.1039/b703911e
"Cu2Br2(4,4-bpdz)<|>compound 8",HIFZOM,10.1039/b703911e
"Cu2I2(4,4-bpdz)<|>compound 9",HIFZUS,10.1039/b703911e
"[Cd(1,2-bdic)(immb)(H2O)]n<|>poly[aqua-(μ-benzene-1,2-dicarboxylato-κO1,O1':O2,O2')-(μ-2-(1H-imidazol-1-ylmethyl)-6-methyl-1H-benzimidazole-κN2:N3)cadmium(II)]",ACOHAE,10.1107/S2053229617013080
[Sr5(C8H4O4)4(HCO2)2],IDANUY,10.1107/S1600536811044977
[Ag3L2(NO3)3]n<|>complex 3,QOJBUN,10.1039/b807485b
{[Er2(C4H2O4)2(C2O4)(H2O)4]4H2O},NEPWIQ,10.1107/S160053681205026X
[Ni(C8H5O3)2(C4H4N2)(H2O)2],KIXXAS,10.1107/S160053681400155X
[Zn(SO4)(C6H7N)2]<|>compound 5,ROFNAE,10.1107/S2053229619004625
[HN(CH2CH2)3NH]3[Fe8(HPO4)12(PO4)2(H2O)6]<|>compound 1,NAVCAO,10.1039/a700472i
Cu4(tib)8<|>complex 6,AGOSOE,10.1039/b201446g
[Cd(C12H8O4)(H2O)2],LOXZUV01,10.1107/S2056989015005411
"[Zn(en)(m-O,O'-tph)]∞<|>compound 3",DIKQIX,10.1039/a903163d
"[Zn(C4O4)(C12H8N2)(H2O)]<|>catena-Poly[[[aqua(1,10-phenanthroline-κ2N,N')zinc]-μ-acetylenedicarboxylato-κ2O1:O2] monohydrate]",XECFUI,10.1107/S1600536812025068
[UO2F(C5H6O4)]2H2O<|>II,UJUBEG,10.1039/b306733p
[Sn(CH3)3(C6H5O2S)]n,OBODIU,10.1107/S1600536811049713
{[Cd(C9H5BrO4)(C10H8N2)(H2O)]-H2O}n,LEHHIR,10.1107/S1600536812031297
